Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,91,FRANCE,128.7,77.22,None,48
EPX,Travel Agency,Online,Cancellation Plan,0,12,CHINA,39.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,27,UNITED STATES,25.0,0.0,None,21
EPX,Travel Agency,Online,Cancellation Plan,0,35,PHILIPPINES,10.0,0.0,None,49
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,148,PHILIPPINES,58.0,0.0,None,36
JWT,Airlines,Online,Value Plan,0,16,INDIA,31.0,12.4,M,118
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,2,MALAYSIA,20.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,9,AUSTRALIA,0.0,17.82,None,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,38,THAILAND,23.0,0.0,None,36
EPX,Travel Agency,Offline,2 way Comprehensive Plan,0,26,SPAIN,62.0,0.0,None,118
EPX,Travel Agency,Online,Cancellation Plan,0,23,INDONESIA,10.0,0.0,None,25
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,CHINA,33.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,76,ITALY,112.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,66,UNITED KINGDOM,48.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,4,SINGAPORE,16.0,4.0,F,55
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,10,AUSTRALIA,59.4,35.64,None,41
C2B,Airlines,Online,Annual Silver Plan,0,372,SINGAPORE,259.2,64.8,F,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,AUSTRALIA,29.7,17.82,None,30
C2B,Airlines,Online,Bronze Plan,0,17,SINGAPORE,38.35,9.59,F,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,6,MALAYSIA,29.7,17.82,None,58
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,CHINA,46.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,AUSTRALIA,59.4,35.64,None,55
RAB,Airlines,Online,Value Plan,0,7,BRUNEI DARUSSALAM,15.0,6.0,None,38
JZI,Airlines,Online,Basic Plan,0,27,CHINA,26.0,9.1,M,42
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,63,CHINA,35.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,40,AUSTRALIA,99.0,59.4,None,40
EPX,Travel Agency,Online,Cancellation Plan,0,7,VIET NAM,10.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,17,SINGAPORE,63.5,15.88,F,31
JZI,Airlines,Online,Value Plan,0,92,JAPAN,58.0,20.3,M,56
EPX,Travel Agency,Online,Cancellation Plan,0,31,ITALY,70.0,0.0,None,35
EPX,Travel Agency,Online,Cancellation Plan,0,10,SINGAPORE,39.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,"TAIWAN, PROVINCE OF CHINA",0.0,0.0,None,32
EPX,Travel Agency,Online,Cancellation Plan,0,34,PHILIPPINES,37.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,5,MALAYSIA,18.0,6.3,M,43
EPX,Travel Agency,Online,Cancellation Plan,0,41,MALAYSIA,10.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,11,MALAYSIA,0.0,11.88,None,24
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,23,UNITED STATES,65.0,0.0,None,22
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,59,AUSTRALIA,39.6,23.76,None,40
C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,322.0,80.5,F,23
JZI,Airlines,Online,Value Plan,0,13,UNITED STATES,73.0,25.55,M,44
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,120,CHINA,43.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,49,THAILAND,20.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,INDIA,24.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,125,GERMANY,128.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,1,INDONESIA,18.0,6.3,F,25
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,MALAYSIA,43.0,0.0,None,56
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,MALAYSIA,20.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,42,SINGAPORE,61.1,15.28,F,29
JZI,Airlines,Online,Basic Plan,0,161,"KOREA, REPUBLIC OF",44.0,15.4,F,29
TST,Travel Agency,Offline,Travel Cruise Protect,0,18,MALAYSIA,30.0,10.5,F,39
TST,Travel Agency,Offline,Travel Cruise Protect,0,59,MALAYSIA,30.0,10.5,F,40
EPX,Travel Agency,Online,Cancellation Plan,0,7,MALAYSIA,10.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,95,SOUTH AFRICA,0.0,11.88,None,32
EPX,Travel Agency,Online,Cancellation Plan,0,38,NETHERLANDS,69.0,0.0,None,20
JZI,Airlines,Online,Basic Plan,0,1,MALAYSIA,18.0,6.3,M,67
C2B,Airlines,Online,Bronze Plan,0,15,SINGAPORE,21.0,5.25,M,32
C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,16.0,4.0,F,27
C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,23.5,5.88,F,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,22,NEW ZEALAND,19.8,11.88,None,33
SSI,Airlines,Online,Ticket Protector,0,40,SINGAPORE,25.03,7.02,None,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,"TAIWAN, PROVINCE OF CHINA",37.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,THAILAND,16.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,13,MALAYSIA,33.0,11.55,M,45
EPX,Travel Agency,Online,Cancellation Plan,0,16,PHILIPPINES,10.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,189,UNITED STATES,88.0,0.0,None,41
EPX,Travel Agency,Online,Cancellation Plan,0,5,CHINA,24.0,0.0,None,36
C2B,Airlines,Online,Annual Silver Plan,0,369,SINGAPORE,187.85,46.96,M,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,37,UNITED STATES,80.0,0.0,None,28
EPX,Travel Agency,Online,Cancellation Plan,0,8,INDONESIA,15.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,53,SINGAPORE,39.0,9.75,F,28
C2B,Airlines,Online,Silver Plan,0,7,SINGAPORE,29.5,7.38,F,35
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,12,THAILAND,32.25,20.96,F,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,50,JAPAN,89.1,53.46,None,40
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,LAO PEOPLE'S DEMOCRATIC REPUBLIC,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,28,SINGAPORE,43.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,33,AUSTRALIA,0.0,53.46,None,46
C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,33.5,8.38,M,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,27,MALAYSIA,20.0,0.0,None,35
C2B,Airlines,Online,Annual Silver Plan,0,369,SINGAPORE,216.0,54.0,M,47
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,57,SINGAPORE,27.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,11,SINGAPORE,50.25,12.56,M,59
JZI,Airlines,Online,Basic Plan,0,72,VIET NAM,22.0,7.7,M,41
JWT,Airlines,Online,Value Plan,0,20,INDIA,50.0,20.0,M,118
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,94,HONG KONG,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,INDONESIA,23.0,0.0,None,36
ART,Airlines,Online,24 Protect,0,10,SINGAPORE,33.1,11.58,M,48
EPX,Travel Agency,Online,Cancellation Plan,0,36,PHILIPPINES,17.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,UNITED STATES,39.6,23.76,None,38
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,45,AUSTRALIA,9.9,5.94,None,32
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,59,INDONESIA,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,25,MALAYSIA,11.0,0.0,None,35
EPX,Travel Agency,Online,Cancellation Plan,0,48,FRANCE,79.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,29,THAILAND,10.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,4,CAMBODIA,13.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,36,HONG KONG,24.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,14,UNITED STATES,21.0,0.0,None,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,35,NETHERLANDS,0.0,47.52,None,52
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,4,SINGAPORE,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,102,THAILAND,20.0,0.0,None,36
KML,Travel Agency,Online,Value Plan,0,7,INDONESIA,28.0,10.64,F,48
JZI,Airlines,Online,Basic Plan,0,19,CHINA,26.0,9.1,M,55
KML,Travel Agency,Online,Value Plan,0,59,INDONESIA,22.0,8.36,F,48
C2B,Airlines,Online,Silver Plan,0,9,SINGAPORE,29.0,7.25,F,35
JZI,Airlines,Online,Basic Plan,0,91,HONG KONG,26.0,9.1,M,44
EPX,Travel Agency,Online,Cancellation Plan,0,109,THAILAND,-19.0,0.0,None,32
EPX,Travel Agency,Online,Cancellation Plan,0,32,INDIA,10.0,0.0,None,51
JZI,Airlines,Online,Basic Plan,0,4,MYANMAR,22.0,7.7,F,35
C2B,Airlines,Online,Silver Plan,0,9,SINGAPORE,15.0,3.75,M,33
SSI,Airlines,Online,Ticket Protector,0,9,SINGAPORE,21.07,5.91,None,48
JZI,Airlines,Online,Basic Plan,0,97,CHINA,40.0,14.0,M,69
JZI,Airlines,Online,Basic Plan,0,1,VIET NAM,0.0,6.3,F,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,36,INDONESIA,29.0,0.0,None,35
EPX,Travel Agency,Online,Cancellation Plan,0,7,SINGAPORE,10.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,7,MALAYSIA,0.0,6.3,M,69
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,MYANMAR,71.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,39,CHINA,14.0,0.0,None,26
EPX,Travel Agency,Online,Cancellation Plan,0,17,"TAIWAN, PROVINCE OF CHINA",37.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,9,JAPAN,28.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,36,THAILAND,35.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,10,AUSTRALIA,69.3,41.58,None,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,46,AUSTRALIA,99.0,59.4,None,28
EPX,Travel Agency,Online,Cancellation Plan,0,19,JAPAN,60.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,37,HONG KONG,20.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,95,UNITED STATES,79.2,47.52,None,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,HONG KONG,28.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,2,MALAYSIA,10.0,0.0,None,35
EPX,Travel Agency,Online,Cancellation Plan,0,27,CHINA,25.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,14,VIET NAM,16.0,0.0,None,61
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,MALAYSIA,20.0,0.0,None,48
EPX,Travel Agency,Online,Cancellation Plan,0,9,THAILAND,18.0,0.0,None,59
EPX,Travel Agency,Online,Cancellation Plan,0,29,"TAIWAN, PROVINCE OF CHINA",43.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,80,"KOREA, REPUBLIC OF",48.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,25,THAILAND,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,123,UNITED STATES,99.0,0.0,None,60
JZI,Airlines,Online,Basic Plan,0,18,THAILAND,22.0,7.7,M,57
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,18,THAILAND,32.0,0.0,None,66
JZI,Airlines,Online,Basic Plan,0,18,"KOREA, REPUBLIC OF",26.0,9.1,M,48
C2B,Airlines,Online,Bronze Plan,0,32,SINGAPORE,13.5,3.38,F,29
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,5,THAILAND,29.7,17.82,None,37
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,THAILAND,20.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,112,PHILIPPINES,47.0,16.45,F,57
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,8,THAILAND,25.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,CHINA,37.0,0.0,None,36
C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,216.0,54.0,F,44
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,32,THAILAND,21.0,0.0,None,37
JZI,Airlines,Online,Basic Plan,0,107,MALAYSIA,22.0,7.7,F,52
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,97,THAILAND,0.0,41.58,None,38
EPX,Travel Agency,Online,Cancellation Plan,0,30,HONG KONG,10.0,0.0,None,36
CCR,Travel Agency,Offline,Comprehensive Plan,0,7,THAILAND,29.0,9.57,F,118
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,17,THAILAND,47.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,132,MYANMAR,20.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,MALAYSIA,0.0,17.82,None,34
C2B,Airlines,Online,Annual Silver Plan,0,405,SINGAPORE,216.0,54.0,F,57
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,MALAYSIA,29.7,17.82,None,43
EPX,Travel Agency,Online,Cancellation Plan,0,7,CHINA,0.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,9,ITALY,49.5,29.7,None,58
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,41,FRANCE,69.3,41.58,None,43
C2B,Airlines,Online,Bronze Plan,0,3,SINGAPORE,17.25,4.31,F,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,69,CHINA,0.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,MALAYSIA,20.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,4,SINGAPORE,27.0,6.75,M,79
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,63,UNITED STATES,100.0,0.0,None,25
EPX,Travel Agency,Online,Cancellation Plan,0,69,IRELAND,80.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,56,SINGAPORE,30.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,38,UNITED STATES,112.0,0.0,None,32
C2B,Airlines,Online,Annual Silver Plan,0,395,SINGAPORE,216.75,54.19,F,50
RAB,Airlines,Online,Value Plan,0,5,BRUNEI DARUSSALAM,15.0,6.0,None,73
EPX,Travel Agency,Online,Cancellation Plan,0,10,HONG KONG,18.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,37,INDONESIA,10.0,0.0,None,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,49,JAPAN,66.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,52,UNITED STATES,13.0,0.0,None,21
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,6,AUSTRALIA,39.6,23.76,None,32
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,CANADA,30.0,0.0,None,45
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,2,MALAYSIA,9.9,5.94,None,32
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,CHINA,24.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,24,THAILAND,-40.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,"KOREA, REPUBLIC OF",49.5,29.7,None,26
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,"TAIWAN, PROVINCE OF CHINA",53.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,11,UNITED KINGDOM,105.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,16,INDONESIA,22.0,7.7,M,26
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,25,CHINA,45.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,29,AUSTRALIA,80.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,MALAYSIA,20.0,0.0,None,50
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,108,NEW ZEALAND,0.0,47.52,None,33
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,84,ICELAND,49.5,29.7,None,26
RAB,Airlines,Online,Value Plan,0,31,BRUNEI DARUSSALAM,15.0,6.0,M,48
C2B,Airlines,Online,Silver Plan,0,14,SINGAPORE,62.0,15.5,M,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,73,THAILAND,20.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,18,MALAYSIA,49.5,29.7,None,48
C2B,Airlines,Online,Silver Plan,0,10,SINGAPORE,47.5,11.88,M,43
EPX,Travel Agency,Online,Cancellation Plan,0,6,MACAO,20.0,0.0,None,40
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,18,SINGAPORE,20.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,10,SINGAPORE,25.0,6.25,M,24
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,73,UNITED STATES,20.0,0.0,None,23
SSI,Airlines,Online,Ticket Protector,0,38,SINGAPORE,1.8,0.5,None,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,88,MALAYSIA,29.7,17.82,None,56
C2B,Airlines,Online,Bronze Plan,0,23,SINGAPORE,13.5,3.38,M,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,51,RUSSIAN FEDERATION,64.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,15,MALAYSIA,10.0,0.0,None,57
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,8,CHINA,0.0,0.0,None,63
C2B,Airlines,Online,Silver Plan,0,2,SINGAPORE,19.5,4.88,M,53
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,SINGAPORE,112.0,0.0,None,36
LWC,Travel Agency,Online,Annual Travel Protect Gold,0,388,INDONESIA,184.8,120.12,F,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,6,VIET NAM,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,6,"KOREA, REPUBLIC OF",21.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,145,PHILIPPINES,13.0,0.0,None,36
C2B,Airlines,Online,Annual Silver Plan,0,385,SINGAPORE,259.2,64.8,F,53
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,MALAYSIA,20.0,0.0,None,28
EPX,Travel Agency,Online,Cancellation Plan,0,18,THAILAND,10.0,0.0,None,21
JZI,Airlines,Online,Basic Plan,0,23,CHINA,26.0,9.1,M,72
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,INDIA,20.0,0.0,None,36
JZI,Airlines,Online,Value Plan,0,25,AUSTRALIA,45.0,15.75,F,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,MALAYSIA,19.8,11.88,None,26
C2B,Airlines,Online,Gold Plan,0,16,SINGAPORE,103.5,25.88,F,31
C2B,Airlines,Online,Silver Plan,0,23,SINGAPORE,24.5,6.13,F,24
C2B,Airlines,Online,Silver Plan,0,56,SINGAPORE,207.9,51.98,M,44
EPX,Travel Agency,Online,Cancellation Plan,0,4,JAPAN,10.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,8,CHINA,26.0,9.1,M,32
ART,Airlines,Online,Value Plan,0,7,MALAYSIA,29.0,10.15,M,118
C2B,Airlines,Online,Bronze Plan,0,92,SINGAPORE,13.5,3.38,F,34
EPX,Travel Agency,Online,Cancellation Plan,0,34,INDIA,27.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,23,THAILAND,59.4,35.64,None,32
EPX,Travel Agency,Online,Cancellation Plan,0,25,JAPAN,19.0,0.0,None,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,AUSTRALIA,59.4,35.64,None,31
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,7,SINGAPORE,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,68,MALAYSIA,10.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,183,PHILIPPINES,10.0,0.0,None,40
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,38,THAILAND,20.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,5,SINGAPORE,20.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,20,INDONESIA,20.0,0.0,None,29
SSI,Airlines,Online,Ticket Protector,0,1,SINGAPORE,13.36,3.75,None,48
EPX,Travel Agency,Online,Cancellation Plan,0,7,MALAYSIA,10.0,0.0,None,28
EPX,Travel Agency,Online,Cancellation Plan,0,119,FRANCE,42.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,3,SINGAPORE,29.7,17.82,None,31
JWT,Airlines,Online,Value Plan,0,19,INDIA,31.0,12.4,M,118
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,16,THAILAND,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,10,"TAIWAN, PROVINCE OF CHINA",18.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,7,MACAO,19.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,4,HONG KONG,21.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,35,"TAIWAN, PROVINCE OF CHINA",18.0,0.0,None,36
TST,Travel Agency,Offline,Travel Cruise Protect,0,13,THAILAND,30.0,10.5,M,61
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,10,MALAYSIA,9.9,5.94,None,47
JZI,Airlines,Online,Basic Plan,0,125,"KOREA, REPUBLIC OF",26.0,9.1,F,39
EPX,Travel Agency,Online,Cancellation Plan,0,56,UNITED KINGDOM,62.0,0.0,None,36
CCR,Travel Agency,Offline,Comprehensive Plan,0,143,THAILAND,29.0,9.57,F,26
EPX,Travel Agency,Online,Cancellation Plan,0,24,PHILIPPINES,15.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,10,MALAYSIA,15.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,10,INDONESIA,10.0,0.0,None,45
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,MALAYSIA,20.0,0.0,None,32
EPX,Travel Agency,Online,Cancellation Plan,0,101,JAPAN,33.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,27,UNITED STATES,112.0,0.0,None,59
RAB,Airlines,Online,Value Plan,0,89,BRUNEI DARUSSALAM,23.0,9.2,None,64
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,"KOREA, REPUBLIC OF",59.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,55,INDONESIA,37.0,12.95,F,50
EPX,Travel Agency,Online,Cancellation Plan,0,13,MALAYSIA,10.0,0.0,None,51
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,MALAYSIA,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,61,INDIA,23.0,0.0,None,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,CHINA,35.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,4,NEPAL,26.0,9.1,F,38
RAB,Airlines,Online,Value Plan,0,40,BRUNEI DARUSSALAM,31.0,12.4,M,54
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,62,PUERTO RICO,112.0,0.0,None,44
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,110,UNITED STATES,-49.5,29.7,None,49
EPX,Travel Agency,Online,Cancellation Plan,0,74,"KOREA, REPUBLIC OF",25.0,0.0,None,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,68,UNITED STATES,-59.4,35.64,None,46
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,MYANMAR,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,70,SINGAPORE,10.0,0.0,None,48
C2B,Airlines,Online,Bronze Plan,0,19,SINGAPORE,62.0,15.5,F,38
JZI,Airlines,Online,Basic Plan,0,2,CHINA,22.0,7.7,F,55
C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,21.0,5.25,F,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,30,MALAYSIA,20.0,0.0,None,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,NORWAY,49.5,29.7,None,30
JZI,Airlines,Online,Basic Plan,0,32,MYANMAR,22.0,7.7,F,22
JZI,Airlines,Online,Basic Plan,0,4,INDONESIA,18.0,6.3,F,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,52,UNITED STATES,69.0,0.0,None,28
JZI,Airlines,Online,Value Plan,0,7,"KOREA, REPUBLIC OF",45.0,15.75,F,49
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,GERMANY,94.0,0.0,None,36
EPX,Travel Agency,Offline,2 way Comprehensive Plan,1,10,MALAYSIA,20.0,0.0,None,118
EPX,Travel Agency,Online,Cancellation Plan,0,39,JAPAN,23.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,5,INDONESIA,18.0,6.3,F,29
C2B,Airlines,Online,Bronze Plan,0,36,SINGAPORE,23.5,5.88,F,66
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,FIJI,79.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,SINGAPORE,52.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,27,INDONESIA,37.0,12.95,F,42
EPX,Travel Agency,Online,Cancellation Plan,0,145,"KOREA, REPUBLIC OF",18.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,50,GERMANY,10.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,67,AUSTRALIA,89.1,53.46,None,28
EPX,Travel Agency,Online,Cancellation Plan,0,10,CHINA,80.0,0.0,None,64
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,76,"KOREA, REPUBLIC OF",112.0,0.0,None,36
